Date,total,SoO,BerS,Hudson,Baffin,Green,Barents,Kara,Laptev,EastS,Chuck,BeaS,Canada,Central
12/11/2012,65.10410369,14.06896552,15.51460362,17.0526849,22.73098012,48.61323043,15.84671533,20.8502895,42.13650683,56.43781263,37.59655832,43.59641777,47.71097947,102.561436
13/11/2012,65.05965643,15.35294118,16.04625199,16.88285229,23.54723347,49.15339631,15.8943662,20.61860978,45.00652833,59.47355036,37.03635015,43.49598977,47.35972203,101.5019265
14/11/2012,65.45836022,15.30769231,16.23050847,16.54116059,25.23741007,49.1020781,15.77575758,21.09443681,47.88939394,63.5236117,38.82301827,41.86003255,48.13819918,100.6617504
15/11/2012,65.94966745,15.81818182,15.59382716,16.46886228,26.01219121,47.80821918,16.04790419,22.34327869,51.67463,66.72238705,39.21952829,44.16308265,50.11285053,99.85200013
16/11/2012,66.70458032,14.95238095,15.41607325,16.66825208,25.30095498,45.98242812,15.51674641,23.71613106,55.42575758,71.03093745,41.79454431,47.8717025,51.33567758,99.01602441
17/11/2012,67.2180771,14.68965517,15.49253731,16.59635288,26.18887695,44.13012157,14.87108014,24.72821642,58.02691367,74.3305645,44.32604039,51.64455031,50.77518228,98.11042671
18/11/2012,66.81816674,15.13235294,15.44227642,16.41438071,26.67939331,43.78211163,14.28229665,24.81098266,56.7833178,76.12459739,47.08747933,56.80769231,50.4504857,96.30397357
19/11/2012,66.57462874,15.37313433,15.36935028,16.29315589,26.45939335,43.39820225,14.27115385,25.13541667,56.16157968,76.10994321,49.24743477,60.28050198,50.76028598,95.78858827
20/11/2012,67.089121,15.36764706,15.15468278,16.66602687,26.02331261,43.85168335,14.65619224,25.45818368,57.92028901,75.38814953,49.74381008,63.23413897,52.55237967,96.84915865
21/11/2012,67.87131442,15.30882353,15.42543078,17.42822678,26.9208482,44.51273228,14.01649485,25.92290076,60.35988819,72.07874216,51.22781495,67.05855699,55.18401186,98.32073683
22/11/2012,68.21508925,14.81111111,15.55429864,18.01355122,28.25893037,44.96462585,14.51575456,26.45172575,61.51327434,67.48694694,52.49031882,70.89845475,57.65826708,99.78545041
